./input/Dataset_preproc/01_istance_K3_N15_M45_01.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
15,13,0,30,103,1728,86,68,5.915263768285513,18037346966.97793,10.256172659462385,0.45375060887771473
16,29,0,30,104,1008,67,54,6.209698595106602,14288952332.955952,10.15500038745466,0.4520230103111492
17,10,0,30,105,768,65,53,6.529804076999426,12525922386.958826,10.097809716400901,0.4275217454458722
18,4,0,30,106,504,27,21,6.890605643391609,7416732615.187941,9.87021262229862,0.38089423955160157
19,21,1,30,107,252,27,21,7.235098090022802,4705182280.394076,9.672576452808096,0.3625148334578977
20,26,0,30,108,126,27,21,7.6352873519063,3185601721.636785,9.503191477394896,0.3385205430734109
21,20,0,30,109,84,19,15,8.030440524220467,2060115474.716741,9.313891564362715,0.3292641145692371
22,15,1,30,110,60,13,10,8.434459291398525,1642130410.522274,9.215407643843859,0.321702697283632
23,6,1,30,111,36,12,9,8.90656891465187,768394779.075443,8.885584405348391,0.3214102486405401
24,22,1,30,112,12,5,4,9.286092806607485,458320756.899138,8.661169526462816,0.3057954458680043
25,18,0,30,113,4,0,0,9.671922720968723,315162995.51387,8.498535219643772,0.2968373677869027
26,9,1,30,114,2,0,0,10.103695761412382,151571938.709993,8.18061880557411,0.2748182294196348
27,30,1,30,115,0,0,0,10.400486994534731,0,0,0.27041833879478044
./input/Dataset_preproc/02_instance_K3_N30_M90_05.cnf
p,var,value,nb_vars,nb_cls,MC,edge_count,node_count,time,WMC,logWMC,obj
0,-1,-1,30,90,35591,3611,3031,0.00817,20000369847.113007,10.301038026717741,0
1,8,1,30,90,35531,3434,2871,0.600016575306654,19998844439.356567,10.301004902258503,0.637000738011583
2,7,1,30,91,34899,3612,2995,1.0083773583173752,19988506287.594982,10.300780341126968,0.6276890869661539
3,2,0,30,92,30103,3385,2795,1.3936739154160023,19451863885.33747,10.288961221925666,0.6060048257084447
4,14,0,30,93,21040,2003,1650,1.7668512165546417,18690287504.45387,10.27161598199079,0.6018061461698764
5,12,1,30,94,18866,2052,1698,2.179007686674595,18082501680.475456,10.25725851412979,0.5892240728975995
6,27,0,30,95,16070,1638,1315,2.561715744435787,16994909898.309568,10.230318866431835,0.5630528601736043
7,1,1,30,96,12454,939,780,2.9186812937259674,14004451726.10675,10.146266110875588,0.5290685801574261
8,10,0,30,97,8152,991,822,3.2702299021184444,10015296007.84569,10.000663789642996,0.49129570747370943
9,17,0,30,98,5310,759,619,3.638957239687443,9295110247.165598,9.968254545205466,0.467147582598
10,9,0,30,99,3802,500,414,4.042030036449432,8047841219.766596,9.905679399364505,0.440643094615556
11,5,1,30,100,1570,514,420,4.439335756003857,2807327410.553497,9.448293066109544,0.4111251255917503
12,6,0,30,101,1002,193,160,4.83493123203516,2135773217.058874,9.329555136086505,0.4057273247476319
13,30,1,30,102,872,104,85,5.350197955965996,2080931046.53404,9.318257689723442,0.4038247192668722
14,19,0,30,103,728,98,79,5.765247248113155,1952117841.370145,9.290506030703657,0.397671621294058
15,4,0,30,104,258,48,38,6.166068062186241,447370657.925874,8.650667496258672,0.36263115742629787
16,21,1,30,105,258,48,38,6.531533390283585,447370657.925874,8.650667496258672,0.3625148334578977
17,23,1,30,106,0,0,0,6.865697242319584,0,0,0.3622276624303176
./input/Dataset_preproc/02_instance_K3_N30_M90_06.cnf
